Year,Country,T,T2,yield_raw,yield_LogR,yield_LogR_lag1,yield_LogR_lag2
2019,Peru,-0.7820568344525789,-63.891701795938616,,,0.023184304,-0.037366196
2019,Tanzania,-1.012882677517016,-46.661036218859806,,,-0.082544638,0.064994745
2019,Albania,3.2113906588748753,52.69800055913184,,,-0.089069629,0.034450973
2019,Algeria,1.0569437480560957,62.325480134090185,,,0.574717253,-0.02845825
2019,Bangladesh,-2.9070971511291717,-113.8422387703963,,,-0.008715345,0.040919647
2019,Bolivia,-1.6185610922045122,-75.84660242298332,,,0.535628494,-0.482442893
2019,Bulgaria,3.1249345956380115,76.29624918085504,,,-0.086782362,0.120860101
2019,Denmark,3.2569541046982335,44.17552559346106,,,-0.290643249,0.134098412
2019,Egypt,-0.41358936157218906,-5.079574615575154,,,-0.086035135,0.033893006
2019,France,2.047433422922392,33.000591405830704,,,-0.069319847,0.315782841
2019,Germany,1.5173701007302398,3.471026864090163,,,-0.135785843,0.000444875
2019,Hungary,2.1462290155145674,40.624036694017406,,,-0.05768625,0.011728764
2019,India,-0.40519206209039993,0.6487650523828279,,,0.051258918,0.053270639
2019,Iran,-1.3989834604767726,-37.876020587708695,,,0.0,-0.234564775
2019,Iraq,-2.016728404799238,-39.22333683443358,,,-0.021467156,-0.155870008
2019,Israel,-2.367623674756114,-65.87693466350342,,,-0.190020515,-0.86939007
2019,Japan,5.485237794906988,99.3015107875931,,,-0.168176497,0.146608404
2019,Lebanon,1.5858699616931613,54.67233760004211,,,0.074856181,-0.043286127
2019,Libya,0.09696421994505755,19.975578130373037,,,0.012143761,-0.007541215
2019,Mexico,-0.6054016843640007,-23.833800251046,,,0.026198629,-0.007916923
2019,Morocco,2.1230299312954486,58.64483763533531,,,0.20623046,0.616152555
2019,Myanmar,-1.16044536846913,-40.52564607641983,,,-0.005591218,0.462470478
2019,Nepal,-2.641569182545185,-70.62514188738572,,,0.076669494,0.092229333
2019,Pakistan,-0.9383114852722194,36.96287372119508,,,-0.04204349,0.067446757
2019,Poland,2.4720370197513937,34.55073797828395,,,-0.201527638,0.062849123
2019,Romania,3.3033915133036267,70.57860506717012,,,-0.020156394,0.214106794
2019,Saudi Arabia,-2.745709087120133,-90.9474225339352,,,0.015439856,0.082306939
2019,South Korea,4.916669277095877,60.251488708038266,,,-0.031316721,0.083832497
2019,Spain,2.934166149097882,60.44979142409217,,,0.550181901,-0.405221487
2019,Sweden,2.3523752497565646,8.780140656545314,,,-0.474221926,0.100569295
2019,Syria,-1.088665983095865,-14.948555521168771,,,-0.349772251,0.101022144
2019,Tunisia,1.7658708849899973,70.80745364141825,,,0.058464949,-0.10806468
2019,United Kingdom,3.1847287813889915,49.340623172480804,,,-0.065508442,0.048236547
2019,Canada,0.2969093545356891,3.0079833932217035,,,-0.032245834,-0.057183057
2019,China,-1.1595129684085261,-20.586019868132325,,,-0.012384684,0.016102401
2019,Italy,3.224034504549085,84.76033787604936,,,0.011268669,-0.086116313
2019,North Korea,4.767926559738049,44.35132189558343,,,0.038140216,-0.028094726
2019,Turkey,-0.2465029766536233,-6.195514116282084,,,-0.022343272,0.035918971
2019,United States,0.6112920335030765,15.121767643085036,,,0.026275649,-0.127321292
2019,Russia,3.337968888769545,83.11431283485169,,,-0.137093847,0.151732582
2019,Ukraine,1.7592116790604155,51.9415800056305,,,-0.098497969,-0.023066937
2019,Zimbabwe,-0.12106575611560189,-5.244807497583963,,,0.429236858,-0.08052495
2019,Australia,0.13907294769323286,2.6544758496310124,,,0.279136316,0.029348117
2019,Colombia,-2.048413808795601,-109.21493769411416,,,0.272814553,-0.150982215
2019,Ecuador,-0.5603590610127824,-50.231033958945716,,,-0.165493455,0.755371442
2019,Guatemala,1.1077725666722635,44.38877103295715,,,-0.000986958,0.001551372
2019,Kenya,0.2286091680544402,1.2963563677813,,,-0.108439785,-0.347122979
2019,Angola,0.577775306230258,23.62573812938018,,,0.060706889,-0.028607844
2019,Argentina,-0.5233959102060481,-18.536621198361757,,,-0.038275839,0.1437202
2019,Brazil,-0.8254279735833059,-34.08176711139754,,,0.142942867,-0.325283441
2019,Chile,2.0911346020896513,36.58439380333668,,,0.03556389,-0.012264805
2019,Lesotho,1.2094559649742056,28.248147643861827,,,-0.320107719,0.778655548
2019,Mozambique,-0.46383757994347263,-16.98102116084692,,,0.034478494,0.008557176
2019,Namibia,2.4845483087958264,94.97583320779063,,,0.0,0.115164485
2019,Paraguay,-0.1934354532633975,-0.6651916010339392,,,-0.174353387,-0.09531018
2019,South Africa,0.05953251353169442,7.853389763602905,,,0.172694366,-0.18501342
2019,Uruguay,-0.6714286312683431,-14.232424323873488,,,-0.434628919,-0.024492394
2020,Peru,0.026045300893486,1.7913620347636083,,,,
2020,Tanzania,-0.39343749735911615,-15.61702676276417,,,,
2020,Albania,-1.507997060568739,-29.972318041110867,,,,
2020,Algeria,0.23403153605260485,11.081160638060396,,,,
2020,Bangladesh,0.6932999470693737,30.215254149483997,,,,
