Year,Country,T,T2,yield_raw,yield_LogR,yield_LogR_lag1,yield_LogR_lag2
2019,Peru,1.7135999068020524,21.38860422308204,,,0.023184304,-0.037366196
2019,Tanzania,-0.6029743308413877,-25.467470141769468,,,-0.082544638,0.064994745
2019,Albania,5.468464969868378,107.88634287228798,,,-0.089069629,0.034450973
2019,Algeria,0.8538349349987584,37.53134322406186,,,0.574717253,-0.02845825
2019,Bangladesh,-3.749460258142591,-139.76714861072685,,,-0.008715345,0.040919647
2019,Bolivia,0.7224711594970401,9.024136749746162,,,0.535628494,-0.482442893
2019,Bulgaria,6.022092242391155,148.09319370936026,,,-0.086782362,0.120860101
2019,Denmark,2.941308749171186,34.51401254524562,,,-0.290643249,0.134098412
2019,Egypt,-0.1756096224542354,-2.0221119913774146,,,-0.086035135,0.033893006
2019,France,3.3094771547086186,64.22452568358469,,,-0.069319847,0.315782841
2019,Germany,1.6892340003996331,6.507314206699135,,,-0.135785843,0.000444875
2019,Hungary,3.007556032473472,52.921076387387444,,,-0.05768625,0.011728764
2019,India,1.1269497822239067,60.40483352462957,,,0.051258918,0.053270639
2019,Iran,1.6759891989102371,36.95657708534935,,,0.0,-0.234564775
2019,Iraq,-1.3916289401814783,-35.4941250770984,,,-0.021467156,-0.155870008
2019,Israel,-0.060695277099640066,4.642600342034655,,,-0.190020515,-0.86939007
2019,Japan,8.709334611554103,175.04087767047264,,,-0.168176497,0.146608404
2019,Lebanon,3.234563886752694,113.20752070629379,,,0.074856181,-0.043286127
2019,Libya,-0.5010322849404147,-11.786153593514143,,,0.012143761,-0.007541215
2019,Mexico,0.7326427808883693,30.694886181448396,,,0.026198629,-0.007916923
2019,Morocco,5.502181388099995,172.02192975725384,,,0.20623046,0.616152555
2019,Myanmar,-1.8210689451696283,-60.44718967019804,,,-0.005591218,0.462470478
2019,Nepal,-3.5278475535966174,-98.31703698338409,,,0.076669494,0.092229333
2019,Pakistan,0.9978154081185959,56.04183165010562,,,-0.04204349,0.067446757
2019,Poland,3.019904863209929,42.84721343127454,,,-0.201527638,0.062849123
2019,Romania,5.189399552867949,116.66944659046158,,,-0.020156394,0.214106794
2019,Saudi Arabia,-1.1150100717188778,-42.76331745150941,,,0.015439856,0.082306939
2019,South Korea,8.21600271927202,131.29817263624173,,,-0.031316721,0.083832497
2019,Spain,5.920970212710204,132.91295183277157,,,0.550181901,-0.405221487
2019,Sweden,4.581897774597953,-3.096701081845943,,,-0.474221926,0.100569295
2019,Syria,0.2439310464092017,12.021108930508632,,,-0.349772251,0.101022144
2019,Tunisia,2.319366931363021,83.58946663249037,,,0.058464949,-0.10806468
2019,United Kingdom,3.671826490534216,56.74115265341514,,,-0.065508442,0.048236547
2019,Canada,4.2500447736776925,59.85813052815251,,,-0.032245834,-0.057183057
2019,China,0.13045233196869077,2.4843326734339968,,,-0.012384684,0.016102401
2019,Italy,3.9302747464728434,106.10321515241367,,,0.011268669,-0.086116313
2019,North Korea,7.930027709591544,98.84078231678647,,,0.038140216,-0.028094726
2019,Turkey,4.273620047221877,126.72886405228732,,,-0.022343272,0.035918971
2019,United States,1.4103503258770882,36.015333927009635,,,0.026275649,-0.127321292
2019,Russia,6.256252049073694,174.03610588966976,,,-0.137093847,0.151732582
2019,Ukraine,3.2812071445447444,101.87321845125271,,,-0.098497969,-0.023066937
2019,Zimbabwe,1.133577864166437,50.53106809368427,,,0.429236858,-0.08052495
2019,Australia,0.7147325133978697,26.99541639394971,,,0.279136316,0.029348117
2019,Colombia,0.5233309470685192,14.239562203696664,,,0.272814553,-0.150982215
2019,Ecuador,1.5209334998337845,42.22455399520959,,,-0.165493455,0.755371442
2019,Guatemala,6.376799520976981,344.0457092485028,,,-0.000986958,0.001551372
2019,Kenya,0.29990709354726164,1.343472500118878,,,-0.108439785,-0.347122979
2019,Angola,2.092077719910762,92.62725957600026,,,0.060706889,-0.028607844
2019,Argentina,0.4818462722140975,-4.731271189891913,,,-0.038275839,0.1437202
2019,Brazil,-1.2105364706958817,-50.22837485565509,,,0.142942867,-0.325283441
2019,Chile,3.8696919865807384,78.19972346565405,,,0.03556389,-0.012264805
2019,Lesotho,3.3237140235849,73.4335610491435,,,-0.320107719,0.778655548
2019,Mozambique,-0.5272124460532304,-18.28154816012693,,,0.034478494,0.008557176
2019,Namibia,2.9617952738212097,112.67850551275228,,,0.0,0.115164485
2019,Paraguay,-0.20619103199915756,-5.432499613602317,,,-0.174353387,-0.09531018
2019,South Africa,-0.48221513916450043,-16.79998595395,,,0.172694366,-0.18501342
2019,Uruguay,1.8178683547477732,67.02806295562175,,,-0.434628919,-0.024492394
2020,Peru,0.0639241624696183,3.0881198230290465,,,,
2020,Tanzania,-0.06283617753136284,-2.324844531572751,,,,
2020,Albania,-0.17089178531431415,-10.002608651337283,,,,
2020,Algeria,-0.22483436836887805,-8.704581931795758,,,,
2020,Bangladesh,1.3962954858017866,50.876568887773885,,,,
2020,Bolivia,0.6008619133888473,30.678119477284213,,,,
2020,Bulgaria,-0.31046853123412,-21.149796503055427,,,,
2020,Denmark,0.9452348663286703,28.826738379573058,,,,
2020,Egypt,0.6582671166793581,25.96959727905363,,,,
2020,France,-0.6788423782185582,-16.282687225549154,,,,
2020,Germany,0.21057399798691456,9.66731664076326,,,,
2020,Hungary,-0.11502169792025008,-8.22452382203528,,,,
2020,India,-0.1757366172125856,-6.402218174554264,,,,
2020,Iran,0.4057441000914501,26.09521129137721,,,,
2020,Iraq,0.36748297780401984,22.754647770348328,,,,
2020,Israel,0.5516806174365811,21.525955877710203,,,,
